 ; ;"Bibliotek_Dagöppet > T/F";"0/2/101";"true";"true";"";"DPST-1-1";"Auto"
 ; ;"Bibliotek_Meröppet > T/F";"0/2/102";"true";"true";"";"DPST-1-1";"Auto"
 ; ;"Bibliotek_Dag eller Meröppet > T/F";"0/2/103";"true";"true";"";"";"Auto"
 ;"Scenarion"; ;"0/3/-";"";"";"";"";"Auto"
 ; ;"Scen_Larmzoner > Värde";"0/3/0";"true";"true";"1=Frånkopplat larm, 2=Tillkopplat larm";"DPST-18-1";"Auto"
 ; ;"--";"0/3/10";"";"";"";"";"Auto"
 ; ;"Scen_Ljusgård > Värde";"0/3/11";"true";"true";"3=Dagscen, 4=Kvälsscen, 5=Nattscen";"DPST-18-1";"Auto"
 ; ;"Scen_Ljusgård_dag > Status T/F";"0/3/12";"true";"true";"";"DPST-1-1";"Auto"
 ; ;"Scen_Ljusgård_kväll > Status T/F";"0/3/13";"true";"true";"";"";"Auto"
 ; ;"Scen_Ljusgård_natt > Status T/F";"0/3/14";"true";"true";"";"";"Auto"
 ; ;"--";"0/3/20";"";"";"";"";"Auto"
 ; ;"Scen_Bibliotek > Värde";"0/3/21";"";"";"6=Öppet, 7=Stängt";"DPST-18-1";"Auto"
 ;"DIAG"; ;"0/7/-";"";"";"";"";"Auto"
 ; ;"DIAG_Plan 10 > Värde";"0/7/10";"";"";"";"DPST-5-1";"Auto"
 ; ;"DIAG_Plan 11 > Värde";"0/7/11";"";"";"";"DPST-5-1";"Auto"
 ; ;"DIAG_Plan 12 > Värde";"0/7/12";"";"";"";"DPST-5-1";"Auto"
 ; ;"DIAG_Plan 13 > Värde";"0/7/13";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"0/7/100";"";"";"";"";"Auto"
 ; ;"DG_Gateway supply voltage fault > Alarm";"0/7/101";"true";"true";"";"DPST-1-5";"Auto"
 ; ;"DG_DALI voltage fault_A > Alarm";"0/7/102";"true";"true";"";"DPST-1-5";"Auto"
 ; ;"DG_DALI voltage fault_B > Alarm";"0/7/103";"true";"true";"";"DPST-1-5";"Auto"
"Belysning Plan 10"; ; ;"10/-/-";"";"";"";"";"Auto"
 ;"Ljusgård Plan 10"; ;"10/0/-";"";"";"";"";"Auto"
 ; ;"-----";"10/0/0";"";"";"";"";"Auto"
 ; ;"Ljusgård_ALLT (InTiTk.ScK) > T/F";"10/0/1";"";"true";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/2";"";"";"";"";"Auto"
 ; ;"Ljusgård_ALLT (InTiTk.ScK) > Dim";"10/0/3";"";"true";"";"DPST-3-7";"Auto"
 ; ;"Ljusgård_ALLT (InTiTk.ScK) > Värde";"10/0/4";"";"true";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/5";"";"";"";"";"Auto"
 ; ;"--";"10/0/6";"";"";"";"";"Auto"
 ; ;"--";"10/0/7";"";"";"";"";"Auto"
 ; ;"--";"10/0/8";"";"";"";"";"Auto"
 ; ;"--";"10/0/9";"";"";"";"";"Auto"
 ; ;"-----";"10/0/10";"";"";"";"";"Auto"
 ; ;"10003_Hisshall_L2 (InTiTk.ScK) > T/F";"10/0/11";"";"";"";"DPST-1-1";"Auto"
 ; ;"10003_Hisshall_L2 (InTiTk.ScK) > Status T/F";"10/0/12";"";"";"";"DPST-1-1";"Auto"
 ; ;"10003_Hisshall_L2 (InTiTk.ScK) > Dim";"10/0/13";"";"";"";"DPST-3-7";"Auto"
 ; ;"10003_Hisshall_L2 (InTiTk.ScK) > Värde";"10/0/14";"";"";"";"DPST-5-1";"Auto"
 ; ;"10003_Hisshall_L2 (InTiTk.ScK) > Status Värde";"10/0/15";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/16";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/17";"";"";"";"";"Auto"
 ; ;"--";"10/0/18";"";"";"";"";"Auto"
 ; ;"--";"10/0/19";"";"";"";"";"Auto"
 ; ;"-----";"10/0/20";"";"";"";"";"Auto"
 ; ;"10006_Korridor_L2 (InTiTk.ScK) > T/F";"10/0/21";"";"";"";"DPST-1-1";"Auto"
 ; ;"10006_Korridor_L2 (InTiTk.ScK) > Status T/F";"10/0/22";"";"";"";"DPST-1-1";"Auto"
 ; ;"10006_Korridor_L2 (InTiTk.ScK) > Dim";"10/0/23";"";"";"";"DPST-3-7";"Auto"
 ; ;"10006_Korridor_L2 (InTiTk.ScK) > Värde";"10/0/24";"";"";"";"DPST-5-1";"Auto"
 ; ;"10006_Korridor_L2 (InTiTk.ScK) > Status Värde";"10/0/25";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/26";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/27";"";"";"";"";"Auto"
 ; ;"--";"10/0/28";"";"";"";"";"Auto"
 ; ;"--";"10/0/29";"";"";"";"";"Auto"
 ; ;"-----";"10/0/30";"";"";"";"";"Auto"
 ; ;"10002_Trappa 2_L4 (InTiTk.ScK) > T/F";"10/0/31";"";"";"";"DPST-1-1";"Auto"
 ; ;"10002_Trappa 2_L4 (InTiTk.ScK) > Status T/F";"10/0/32";"";"";"";"DPST-1-1";"Auto"
 ; ;"10002_Trappa 2_L4 (InTiTk.ScK) > Dim";"10/0/33";"";"";"";"DPST-3-7";"Auto"
 ; ;"10002_Trappa 2_L4 (InTiTk.ScK) > Värde";"10/0/34";"";"";"";"DPST-5-1";"Auto"
 ; ;"10002_Trappa 2_L4 (InTiTk.ScK) > Status Värde";"10/0/35";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/36";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/37";"";"";"";"";"Auto"
 ; ;"--";"10/0/38";"";"";"";"";"Auto"
 ; ;"--";"10/0/39";"";"";"";"";"Auto"
 ; ;"-----";"10/0/40";"";"";"";"";"Auto"
 ; ;"10001_Vindfång_L1 (In) > T/F";"10/0/41";"";"";"";"DPST-1-1";"Auto"
 ; ;"10001_Vindfång_L1 (In) > Status T/F";"10/0/42";"";"";"";"DPST-1-1";"Auto"
 ; ;"10001_Vindfång_L1 (In) > Dim";"10/0/43";"";"";"";"DPST-3-7";"Auto"
 ; ;"10001_Vindfång_L1 (In) > Värde";"10/0/44";"";"";"";"DPST-5-1";"Auto"
 ; ;"10001_Vindfång_L1 (In) > Status Värde";"10/0/45";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/46";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/47";"";"";"";"";"Auto"
 ; ;"--";"10/0/48";"";"";"";"";"Auto"
 ; ;"--";"10/0/49";"";"";"";"";"Auto"
 ; ;"-----";"10/0/50";"";"";"";"";"Auto"
 ; ;"10002_Spång 1_L18 (InTiTk.ScK) > T/F";"10/0/51";"";"";"";"DPST-1-1";"Auto"
 ; ;"10002_Spång 1_L18 (InTiTk.ScK) > Status T/F";"10/0/52";"";"";"";"DPST-1-1";"Auto"
 ; ;"10002_Spång 1_L18 (InTiTk.ScK) > Dim";"10/0/53";"";"";"";"DPST-3-7";"Auto"
 ; ;"10002_Spång 1_L18 (InTiTk.ScK) > Värde";"10/0/54";"";"";"";"DPST-5-1";"Auto"
 ; ;"10002_Spång 1_L18 (InTiTk.ScK) > Status Värde";"10/0/55";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/56";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/57";"";"";"";"";"Auto"
 ; ;"--";"10/0/58";"";"";"";"";"Auto"
 ; ;"--";"10/0/59";"";"";"";"";"Auto"
 ; ;"-----";"10/0/60";"";"";"";"";"Auto"
 ; ;"10007_Korridor_L2 (InTiTk.ScK) > T/F";"10/0/61";"";"";"";"DPST-1-1";"Auto"
 ; ;"10007_Korridor_L2 (InTiTk.ScK) > Status T/F";"10/0/62";"";"";"";"DPST-1-1";"Auto"
 ; ;"10007_Korridor_L2 (InTiTk.ScK) > Dim";"10/0/63";"";"";"";"DPST-3-7";"Auto"
 ; ;"10007_Korridor_L2 (InTiTk.ScK) > Värde";"10/0/64";"";"";"";"DPST-5-1";"Auto"
 ; ;"10007_Korridor_L2 (InTiTk.ScK) > Status Värde";"10/0/65";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/66";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/67";"";"";"";"";"Auto"
 ; ;"--";"10/0/68";"";"";"";"";"Auto"
 ; ;"--";"10/0/69";"";"";"";"";"Auto"
 ; ;"-----";"10/0/70";"";"";"";"";"Auto"
 ; ;"10008_Korridor_L2 (InTiTk.ScK) > T/F";"10/0/71";"";"";"";"DPST-1-1";"Auto"
 ; ;"10008_Korridor_L2 (InTiTk.ScK) > Status T/F";"10/0/72";"";"";"";"DPST-1-1";"Auto"
 ; ;"10008_Korridor_L2 (InTiTk.ScK) > Dim";"10/0/73";"";"";"";"DPST-3-7";"Auto"
 ; ;"10008_Korridor_L2 (InTiTk.ScK) > Värde";"10/0/74";"";"";"";"DPST-5-1";"Auto"
 ; ;"10008_Korridor_L2 (InTiTk.ScK) > Status Värde";"10/0/75";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/76";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/77";"";"";"";"";"Auto"
 ; ;"--";"10/0/78";"";"";"";"";"Auto"
 ; ;"--";"10/0/79";"";"";"";"";"Auto"
 ; ;"-----";"10/0/80";"";"";"";"";"Auto"
 ; ;"10002_Ljusgård_L14 gradäng (InTiTk.ScK) > T/F";"10/0/81";"";"";"";"DPST-1-1";"Auto"
 ; ;"10002_Ljusgård_L14 gradäng (InTiTk.ScK) > Status T/F";"10/0/82";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/83";"";"";"";"DPST-3-7";"Auto"
 ; ;"--";"10/0/84";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/85";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/0/86";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/0/87";"";"";"";"";"Auto"
 ; ;"--";"10/0/88";"";"";"";"";"Auto"
 ; ;"--";"10/0/89";"";"";"";"";"Auto"
 ; ;"-----";"10/0/200";"";"";"";"";"Auto"
 ; ;"Ljusgård_Lux > Värde";"10/0/201";"";"true";"";"DPST-9-4";"Auto"
 ; ;"Ljusgård_Reglering > T/F";"10/0/202";"";"true";"";"DPST-1-1";"Auto"
 ; ;"Ljusgård_K-värde LM > Värde";"10/0/211";"";"";"";"DPST-5-1";"Auto"
 ; ;"Ljusgård_K-värde LS > Värde";"10/0/212";"";"";"";"DPST-5-1";"Auto"
 ;"Multisal"; ;"10/2/-";"";"";"";"";"Auto"
 ; ;"--";"10/2/0";"";"";"";"";"Auto"
 ; ;"10041_Multisal_ALLT (NdTk.Sc) > T/F";"10/2/1";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/2";"";"";"";"";"Auto"
 ; ;"10041_Multisal_ALLT (NdTk.Sc) > Dim";"10/2/3";"";"";"";"DPST-3-7";"Auto"
 ; ;"10041_Multisal_ALLT (NdTk.Sc) > Värde";"10/2/4";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/5";"";"";"";"";"Auto"
 ; ;"10041_Multisal_akustikdetektorer > T/-";"10/2/6";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_trappautomat > T/F";"10/2/7";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_släckning akustik > -/F";"10/2/8";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_låsning ND > T/-";"10/2/9";"";"";"";"";"Auto"
 ; ;"-----";"10/2/10";"";"";"";"";"Auto"
 ; ;"10040_Sluss (NdTk.Sc) > T/F";"10/2/11";"";"";"";"DPST-1-1";"Auto"
 ; ;"10040_Sluss (NdTk.Sc) > Status T/F";"10/2/12";"";"";"";"DPST-1-1";"Auto"
 ; ;"10040_Sluss (NdTk.Sc) > Dim";"10/2/13";"";"";"";"DPST-3-7";"Auto"
 ; ;"10040_Sluss (NdTk.Sc) > Värde";"10/2/14";"";"";"";"DPST-5-1";"Auto"
 ; ;"10040_Sluss (NdTk.Sc) > Status Värde";"10/2/15";"";"";"";"DPST-5-1";"Auto"
 ; ;"10040_Sluss (NdTk.Sc) > Närvaro";"10/2/16";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/17";"";"";"";"";"Auto"
 ; ;"--";"10/2/18";"";"";"";"";"Auto"
 ; ;"--";"10/2/19";"";"";"";"";"Auto"
 ; ;"-----";"10/2/20";"";"";"";"";"Auto"
 ; ;"10041_Multisal_tak (NdTk.Sc) > T/F";"10/2/21";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_tak (NdTk.Sc) > Status T/F";"10/2/22";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_tak (NdTk.Sc) > Dim";"10/2/23";"";"";"";"DPST-3-7";"Auto"
 ; ;"10041_Multisal_tak (NdTk.Sc) > Värde";"10/2/24";"";"";"";"DPST-5-1";"Auto"
 ; ;"10041_Multisal_tak (NdTk.Sc) > Status Värde";"10/2/25";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/26";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/27";"";"";"";"";"Auto"
 ; ;"--";"10/2/28";"";"";"";"";"Auto"
 ; ;"--";"10/2/29";"";"";"";"";"Auto"
 ; ;"-----";"10/2/30";"";"";"";"";"Auto"
 ; ;"10041_Multisal_läktare (NdTk.Sc) > T/F";"10/2/31";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_läktare (NdTk.Sc) > Status T/F";"10/2/32";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_läktare (NdTk.Sc) > Dim";"10/2/33";"";"";"";"DPST-3-7";"Auto"
 ; ;"10041_Multisal_läktare (NdTk.Sc) > Värde";"10/2/34";"";"";"";"DPST-5-1";"Auto"
 ; ;"10041_Multisal_läktare (NdTk.Sc) > Status Värde";"10/2/35";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/36";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/37";"";"";"";"";"Auto"
 ; ;"--";"10/2/38";"";"";"";"";"Auto"
 ; ;"--";"10/2/39";"";"";"";"";"Auto"
 ; ;"-----";"10/2/40";"";"";"";"";"Auto"
 ; ;"10041_Multisal_trappa (NdTk.Sc) > T/F";"10/2/41";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_trappa (NdTk.Sc) > Status T/F";"10/2/42";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/43";"";"";"";"DPST-3-7";"Auto"
 ; ;"--";"10/2/44";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/45";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/46";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/47";"";"";"";"";"Auto"
 ; ;"--";"10/2/48";"";"";"";"";"Auto"
 ; ;"--";"10/2/49";"";"";"";"";"Auto"
 ; ;"-----";"10/2/50";"";"";"";"";"Auto"
 ; ;"10041_Multisal_teleskopläktare (NdTk.Sc) > T/F";"10/2/51";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_teleskopläktare (NdTk.Sc) > Status T/F";"10/2/52";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/53";"";"";"";"DPST-3-7";"Auto"
 ; ;"--";"10/2/54";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/55";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/56";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/57";"";"";"";"";"Auto"
 ; ;"--";"10/2/58";"";"";"";"";"Auto"
 ; ;"--";"10/2/59";"";"";"";"";"Auto"
 ; ;"-----";"10/2/60";"";"";"";"";"Auto"
 ; ;"10041_Multisal_scen (NdTk.Sc) > T/F";"10/2/61";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_scen (NdTk.Sc) > Status T/F";"10/2/62";"";"";"";"DPST-1-1";"Auto"
 ; ;"10041_Multisal_scen (NdTk.Sc) > Dim";"10/2/63";"";"";"";"DPST-3-7";"Auto"
 ; ;"10041_Multisal_scen (NdTk.Sc) > Värde";"10/2/64";"";"";"";"DPST-5-1";"Auto"
 ; ;"10041_Multisal_scen (NdTk.Sc) > Status Värde";"10/2/65";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/2/66";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/2/67";"";"";"";"";"Auto"
 ; ;"--";"10/2/68";"";"";"";"";"Auto"
 ; ;"--";"10/2/69";"";"";"";"";"Auto"
 ;"Bibliotek"; ;"10/3/-";"";"";"";"";"Auto"
 ; ;"--";"10/3/0";"";"";"";"";"Auto"
 ; ;"--";"10/3/1";"";"";"";"";"Auto"
 ; ;"--";"10/3/2";"";"";"";"";"Auto"
 ; ;"--";"10/3/3";"";"";"";"";"Auto"
 ; ;"--";"10/3/4";"";"";"";"";"Auto"
 ; ;"--";"10/3/5";"";"";"";"";"Auto"
 ; ;"--";"10/3/6";"";"";"";"";"Auto"
 ; ;"--";"10/3/7";"";"";"";"";"Auto"
 ; ;"--";"10/3/8";"";"";"";"";"Auto"
 ; ;"--";"10/3/9";"";"";"";"";"Auto"
 ; ;"-----";"10/3/10";"";"";"";"";"Auto"
 ; ;"10026_Reception (InTk) > T/F";"10/3/11";"";"";"";"DPST-1-1";"Auto"
 ; ;"10026_Reception (InTk) > Status T/F";"10/3/12";"";"";"";"DPST-1-1";"Auto"
 ; ;"10026_Reception (InTk) > Dim";"10/3/13";"";"";"";"DPST-3-7";"Auto"
 ; ;"10026_Reception (InTk) > Värde";"10/3/14";"";"";"";"DPST-5-1";"Auto"
 ; ;"10026_Reception (InTk) > Status Värde";"10/3/15";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/3/16";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/3/17";"";"";"";"";"Auto"
 ; ;"--";"10/3/18";"";"";"";"";"Auto"
 ; ;"--";"10/3/19";"";"";"";"";"Auto"
 ; ;"-----";"10/3/20";"";"";"";"";"Auto"
 ; ;"10025_Bibliotek (InTk.Sc-1) > T/F";"10/3/21";"";"";"";"DPST-1-1";"Auto"
 ; ;"10025_Bibliotek (InTk.Sc-1) > Status T/F";"10/3/22";"";"";"";"DPST-1-1";"Auto"
 ; ;"10025_Bibliotek (InTk.Sc-1) > Dim";"10/3/23";"";"";"";"DPST-3-7";"Auto"
 ; ;"10025_Bibliotek (InTk.Sc-1) > Värde";"10/3/24";"";"";"";"DPST-5-1";"Auto"
 ; ;"10025_Bibliotek (InTk.Sc-1) > Status Värde";"10/3/25";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/3/26";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/3/27";"";"";"";"";"Auto"
 ; ;"--";"10/3/28";"";"";"";"";"Auto"
 ; ;"--";"10/3/29";"";"";"";"";"Auto"
 ; ;"-----";"10/3/30";"";"";"";"";"Auto"
 ; ;"10029_Korridor (InTk.Sc-1) > T/F";"10/3/31";"";"";"";"DPST-1-1";"Auto"
 ; ;"10029_Korridor (InTk.Sc-1) > Status T/F";"10/3/32";"";"";"";"DPST-1-1";"Auto"
 ; ;"10029_Korridor (InTk.Sc-1) > Dim";"10/3/33";"";"";"";"DPST-3-7";"Auto"
 ; ;"10029_Korridor (InTk.Sc-1) > Värde";"10/3/34";"";"";"";"DPST-5-1";"Auto"
 ; ;"10029_Korridor (InTk.Sc-1) > Status Värde";"10/3/35";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/3/36";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/3/37";"";"";"";"";"Auto"
 ; ;"--";"10/3/38";"";"";"";"";"Auto"
 ; ;"--";"10/3/39";"";"";"";"";"Auto"
 ;"Restaurang"; ;"10/4/-";"";"";"";"";"Auto"
 ; ;"--";"10/4/0";"";"";"";"";"Auto"
 ; ;"--";"10/4/1";"";"";"";"";"Auto"
 ; ;"--";"10/4/2";"";"";"";"";"Auto"
 ; ;"--";"10/4/3";"";"";"";"";"Auto"
 ; ;"--";"10/4/4";"";"";"";"";"Auto"
 ; ;"--";"10/4/5";"";"";"";"";"Auto"
 ; ;"--";"10/4/6";"";"";"";"";"Auto"
 ; ;"--";"10/4/7";"";"";"";"";"Auto"
 ; ;"--";"10/4/8";"";"";"";"";"Auto"
 ; ;"--";"10/4/9";"";"";"";"";"Auto"
 ; ;"-----";"10/4/10";"";"";"";"";"Auto"
 ; ;"10077_Bar/Kassa (InTk) > T/F";"10/4/11";"";"";"";"DPST-1-1";"Auto"
 ; ;"10077_Bar/Kassa (InTk) > Status T/F";"10/4/12";"";"";"";"DPST-1-1";"Auto"
 ; ;"10077_Bar/Kassa (InTk) > Dim";"10/4/13";"";"";"";"DPST-3-7";"Auto"
 ; ;"10077_Bar/Kassa (InTk) > Värde";"10/4/14";"";"";"";"DPST-5-1";"Auto"
 ; ;"10077_Bar/Kassa (InTk) > Status Värde";"10/4/15";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/4/16";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/4/17";"";"";"";"";"Auto"
 ; ;"--";"10/4/18";"";"";"";"";"Auto"
 ; ;"--";"10/4/19";"";"";"";"";"Auto"
 ; ;"-----";"10/4/20";"";"";"";"";"Auto"
 ; ;"10072_Restaurang (InTk) > T/F";"10/4/21";"";"";"";"DPST-1-1";"Auto"
 ; ;"10072_Restaurang (InTk) > Status T/F";"10/4/22";"";"";"";"DPST-1-1";"Auto"
 ; ;"10072_Restaurang (InTk) > Dim";"10/4/23";"";"";"";"DPST-3-7";"Auto"
 ; ;"10072_Restaurang (InTk) > Värde";"10/4/24";"";"";"";"DPST-5-1";"Auto"
 ; ;"10072_Restaurang (InTk) > Status Värde";"10/4/25";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/4/26";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/4/27";"";"";"";"";"Auto"
 ; ;"--";"10/4/28";"";"";"";"";"Auto"
 ; ;"--";"10/4/29";"";"";"";"";"Auto"
 ; ;"-----";"10/4/30";"";"";"";"";"Auto"
 ; ;"10073_Förrum (InTk) > T/F";"10/4/31";"";"";"";"DPST-1-1";"Auto"
 ; ;"10073_Förrum (InTk) > Status T/F";"10/4/32";"";"";"";"DPST-1-1";"Auto"
 ; ;"10073_Förrum (InTk) > Dim";"10/4/33";"";"";"";"DPST-3-7";"Auto"
 ; ;"10073_Förrum (InTk) > Värde";"10/4/34";"";"";"";"DPST-5-1";"Auto"
 ; ;"10073_Förrum (InTk) > Status Värde";"10/4/35";"";"";"";"DPST-5-1";"Auto"
 ; ;"--";"10/4/36";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/4/37";"";"";"";"";"Auto"
 ; ;"--";"10/4/38";"";"";"";"";"Auto"
 ; ;"--";"10/4/39";"";"";"";"";"Auto"
 ; ;"-----";"10/4/40";"";"";"";"";"Auto"
 ; ;"10072_Restaurang_pendlat (InTk) > T/F";"10/4/41";"";"";"";"DPST-1-1";"Auto"
 ; ;"10072_Restaurang_pendlat (InTk) > Status T/F";"10/4/42";"";"";"";"DPST-1-1";"Auto"
 ;"Samtal, Allrum mfl"; ;"10/5/-";"";"";"";"";"Auto"
 ; ;"--";"10/5/0";"";"";"";"";"Auto"
 ; ;"--";"10/5/1";"";"";"";"";"Auto"
 ; ;"--";"10/5/2";"";"";"";"";"Auto"
 ; ;"--";"10/5/3";"";"";"";"";"Auto"
 ; ;"--";"10/5/4";"";"";"";"";"Auto"
 ; ;"--";"10/5/5";"";"";"";"";"Auto"
 ; ;"--";"10/5/6";"";"";"";"";"Auto"
 ; ;"--";"10/5/7";"";"";"";"";"Auto"
 ; ;"--";"10/5/8";"";"";"";"";"Auto"
 ; ;"--";"10/5/9";"";"";"";"";"Auto"
 ; ;"-----";"10/5/10";"";"";"";"";"Auto"
 ; ;"10027_Backoffice (NdTk.M) > T/F";"10/5/11";"";"";"";"DPST-1-1";"Auto"
 ; ;"10027_Backoffice (NdTk.M) > Status T/F";"10/5/12";"";"";"";"DPST-1-1";"Auto"
 ; ;"10027_Backoffice (NdTk.M) > Dim";"10/5/13";"";"";"";"DPST-3-7";"Auto"
 ; ;"10027_Backoffice (NdTk.M) > Värde";"10/5/14";"";"";"";"DPST-5-1";"Auto"
 ; ;"10027_Backoffice (NdTk.M) > Status Värde";"10/5/15";"";"";"";"DPST-5-1";"Auto"
 ; ;"10027_Backoffice (NdTk.M) > Närvaro";"10/5/16";"";"";"";"DPST-1-1";"Auto"
 ; ;"--";"10/5/17";"";"";"";"";"Auto"
 ; ;"--";"10/5/18";"";"";"";"";"Auto"
 ; ;"--";"10/5/19";"";"";"";"";"Auto"
 ; ;"-----";"10/5/20";"";"";"";"";"Auto"
 ; ;"10028_Sagorum (NdTk.M) > T/F";"10/5/21";"";"";"";"DPST-1-1";"Auto"
